disease_id,disease_name,rank,drugbank_id,drug_name,smiles,indication_score
15667,unclassified acute myeloid leukemia,33,DB06938,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,CNC(=O)c1cc(Oc2ccc3nc(Nc4ccc(Cl)c(C(F)(F)F)c4)[nH]c3c2)ccn1,0.9033305048942566
15667,unclassified acute myeloid leukemia,34,DB00684,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,0.8694260120391846
15667,unclassified acute myeloid leukemia,35,DB03539,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose,C=NC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1,0.8666850924491882
15667,unclassified acute myeloid leukemia,36,DB09305,Aptazapine,CN1CCN2c3ccccc3Cn3cccc3C2C1,0.8024353981018066
15667,unclassified acute myeloid leukemia,37,DB00563,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.7768808007240295
15667,unclassified acute myeloid leukemia,38,DB13837,Doxefazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,0.765957772731781
15667,unclassified acute myeloid leukemia,39,DB13917,Deoxyepinephrine,CNCCc1ccc(O)c(O)c1,0.758158802986145
15667,unclassified acute myeloid leukemia,40,DB00851,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,0.7500718832015991
15667,unclassified acute myeloid leukemia,41,DB00339,Pyrazinamide,NC(=O)c1cnccn1,0.7360243797302246
15667,unclassified acute myeloid leukemia,42,DB00628,Clorazepic acid,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.7344081401824951
15667,unclassified acute myeloid leukemia,43,DB00959,Methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,0.7202704548835754
15667,unclassified acute myeloid leukemia,44,DB00445,Epirubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,0.7143417596817017
15667,unclassified acute myeloid leukemia,45,DB03209,Oteracil,O=C(O)c1nc(=O)[nH]c(=O)[nH]1,0.6900496482849121
15667,unclassified acute myeloid leukemia,46,DB00808,Indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.6847419738769531
15667,unclassified acute myeloid leukemia,47,DB11999,Vosaroxin,CN[C@H]1CN(c2ccc3c(=O)c(C(=O)O)cn(-c4nccs4)c3n2)C[C@@H]1OC,0.6210973858833313
15667,unclassified acute myeloid leukemia,48,DB07402,Azapropazone,C=CC[C@@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,0.58465975522995
15667,unclassified acute myeloid leukemia,49,DB09183,Dasabuvir,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.4865283966064453
15667,unclassified acute myeloid leukemia,50,DB09221,Polaprezinc,NCCC(=O)N1[Zn]OC(=O)[C@@H]1Cc1cnc[nH]1,0.4818856716156006
15667,unclassified acute myeloid leukemia,51,DB03034,D-Levofloxacin,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.47717028856277466
15667,unclassified acute myeloid leukemia,52,DB00398,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0.30264294147491455
15667,unclassified acute myeloid leukemia,53,DB00496,Darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,0.2666483521461487
15667,unclassified acute myeloid leukemia,54,DB01137,Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.2574978172779083
15667,unclassified acute myeloid leukemia,55,DB07467,(S)-Indapamide,C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.21344785392284393
15667,unclassified acute myeloid leukemia,56,DB12764,ABC-294640,O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2,0.20693890750408173
15667,unclassified acute myeloid leukemia,57,DB00541,Vincristine,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.1987922489643097
15667,unclassified acute myeloid leukemia,58,DB00819,Acetazolamide,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0.13406376540660858
15667,unclassified acute myeloid leukemia,59,DB08694,Variolin B,Nc1nccc(-c2c3c(O)ccnc3n3c(N)nccc23)n1,0.1016596257686615
15667,unclassified acute myeloid leukemia,60,DB13679,Dexchlorpheniramine,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0.09333860874176025
15667,unclassified acute myeloid leukemia,61,DB11616,Pirarubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,0.08996396511793137
15667,unclassified acute myeloid leukemia,62,DB00943,Zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,0.08964774757623672
15667,unclassified acute myeloid leukemia,63,DB01114,Chlorpheniramine,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.08911458402872086
15667,unclassified acute myeloid leukemia,64,DB00231,Temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0.08143334835767746
15667,unclassified acute myeloid leukemia,65,DB04877,Voacamine,C/C=C1/CN(C)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3cc4[nH]c5c(c4cc3OC)CCN3C[C@H]4C[C@H](CC)[C@H]3[C@@]5(C(=O)OC)C4)C[C@@H]1C2C(=O)OC,0.08033744990825653
15667,unclassified acute myeloid leukemia,66,DB00905,Bimatoprost,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,0.06377541273832321
15667,unclassified acute myeloid leukemia,67,DB13684,Omoconazole,C/C(=C(/OCCOc1ccc(Cl)cc1)c1ccc(Cl)cc1Cl)n1ccnc1,0.05988873913884163
15667,unclassified acute myeloid leukemia,68,DB00251,Terconazole,CC(C)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.05498405173420906
15667,unclassified acute myeloid leukemia,69,DB09064,Ciprofibrate,CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O,0.052948564291000366
15667,unclassified acute myeloid leukemia,70,DB00201,Caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.04933571070432663
15667,unclassified acute myeloid leukemia,71,DB05676,Apremilast,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0.04096347466111183
15667,unclassified acute myeloid leukemia,72,DB07460,2-({5-CHLORO-2-[(2-METHOXY-4-MORPHOLIN-4-YLPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)-N-METHYLBENZAMIDE,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,0.040434204041957855
15667,unclassified acute myeloid leukemia,73,DB07117,"5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE",O=C1NC(=O)C(c2ccc(Oc3ccccc3)cc2)(N2CCN(c3ncccn3)CC2)C(=O)N1,0.0328192263841629
15667,unclassified acute myeloid leukemia,74,DB04404,Allosamizoline,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)[C@@H]2O1,0.030594049021601677
15667,unclassified acute myeloid leukemia,75,DB01242,Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.02933402732014656
15667,unclassified acute myeloid leukemia,76,DB06762,Pinacidil,CC(N/C(=N/c1ccncc1)NC#N)C(C)(C)C,0.02833711914718151
15667,unclassified acute myeloid leukemia,77,DB07623,"4,4'-DIPYRIDYL DISULFIDE",c1cc(SSc2ccncc2)ccn1,0.02420063316822052
15667,unclassified acute myeloid leukemia,78,DB06263,Amrubicin,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,0.023305455222725868
15667,unclassified acute myeloid leukemia,79,DB01545,Ethyl loflazepate,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,0.02287827618420124
15667,unclassified acute myeloid leukemia,80,DB07388,ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE,CCOC(=O)N1CCC(Nc2cc(C)ccn2)CC1,0.021944299340248108
15667,unclassified acute myeloid leukemia,81,DB05245,Silver sulfadiazine,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+],0.02060367725789547
15667,unclassified acute myeloid leukemia,82,DB00590,Doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,0.019578255712985992
15667,unclassified acute myeloid leukemia,83,DB12551,Idazoxan,c1ccc2c(c1)OCC(C1=NCCN1)O2,0.017780806869268417
15667,unclassified acute myeloid leukemia,84,DB00480,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,0.017061414197087288
15667,unclassified acute myeloid leukemia,85,DB02859,Soraphen A,CO[C@H]1CCCC[C@@H](c2ccccc2)OC(=O)[C@@H](C)[C@@]2(O)O[C@H]([C@@H](C)[C@H](O)[C@H]2OC)[C@@H](C)/C=C\[C@H]1OC,0.016976770013570786
15667,unclassified acute myeloid leukemia,86,DB12130,Lorlatinib,C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,0.015228348784148693
15667,unclassified acute myeloid leukemia,87,DB12702,Velusetrag,CC(C)n1c(=O)c(C(=O)N[C@H]2C[C@H]3CC[C@@H](C2)N3C[C@@H](O)CN(C)S(C)(=O)=O)cc2ccccc21,0.014857275411486626
15667,unclassified acute myeloid leukemia,88,DB01165,Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.014181115664541721
15667,unclassified acute myeloid leukemia,89,DB06791,Lanreotide,CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O,0.01300185639411211
15667,unclassified acute myeloid leukemia,90,DB14071,Desmethylsertraline,N[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.012919853441417217
15667,unclassified acute myeloid leukemia,91,DB07250,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3,4,5- TRIMETHOXYPHENYL)PYRIMIDINE-2,4-DIAMINE",COc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC,0.011982960626482964
15667,unclassified acute myeloid leukemia,92,DB04911,Oritavancin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0.01153548713773489
15667,unclassified acute myeloid leukemia,93,DB00309,Vindesine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.010824982076883316
15667,unclassified acute myeloid leukemia,94,DB06678,Esmirtazapine,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1,0.010793895460665226
15667,unclassified acute myeloid leukemia,95,DB06699,Degarelix,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.01065383292734623
15667,unclassified acute myeloid leukemia,96,DB13500,Otilonium,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,0.010556469671428204
15667,unclassified acute myeloid leukemia,97,DB00598,Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0.010447200387716293
15667,unclassified acute myeloid leukemia,98,DB09079,Nintedanib,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.009369122795760632
15667,unclassified acute myeloid leukemia,99,DB08949,Inositol nicotinate,O=C(O[C@H]1[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H](OC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@H]1OC(=O)c1cccnc1)c1cccnc1,0.008459694683551788
15667,unclassified acute myeloid leukemia,100,DB00570,Vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,0.00835218746215105
15667,unclassified acute myeloid leukemia,101,DB01588,Prazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,0.008063215762376785
15667,unclassified acute myeloid leukemia,102,DB06683,Clevudine,Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,0.007902276702225208
15667,unclassified acute myeloid leukemia,103,DB06347,Cenisertib,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1,0.007631705142557621
15667,unclassified acute myeloid leukemia,104,DB04785,Streptolydigin,CNC(=O)[C@@H](C)[C@H]1C(=O)/C(=C(O)/C=C/C(C)=C/[C@@H](C)[C@H]2O[C@@]3(C)O[C@H](C=C[C@@]34CO4)[C@@H]2C)C(=O)N1[C@@H]1CC[C@H](O)[C@H](C)O1,0.006992244627326727
15667,unclassified acute myeloid leukemia,105,DB14028,Nordazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.006833552848547697
15667,unclassified acute myeloid leukemia,106,DB06660,Saredutant,CC(=O)NC1(c2ccccc2)CCN(CC[C@H](CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1,0.00591019494459033
15667,unclassified acute myeloid leukemia,107,DB09247,Iproclozide,CC(C)NNC(=O)COc1ccc(Cl)cc1,0.005774136167019606
15667,unclassified acute myeloid leukemia,108,DB04724,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2cnc3ccccc3c2)[C@@H](CC(C)C)C1=O,0.005431956611573696
15667,unclassified acute myeloid leukemia,109,DB00401,Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],0.005358297843486071
15667,unclassified acute myeloid leukemia,110,DB00137,Lutein,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,0.005326088517904282
15667,unclassified acute myeloid leukemia,111,DB01280,Nelarabine,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.004999729339033365
15667,unclassified acute myeloid leukemia,112,DB09288,Propacetamol,CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,0.004910671152174473
15667,unclassified acute myeloid leukemia,113,DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol",Oc1ncnc2c1N=NC2,0.004880731925368309
15667,unclassified acute myeloid leukemia,114,DB01167,Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.004826266784220934
15667,unclassified acute myeloid leukemia,115,DB00186,Lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0.004809969570487738
15667,unclassified acute myeloid leukemia,116,DB02616,FR117016,NC(N)=Nc1nc(-c2ccc(CNc3nc4ccccc4[nH]3)s2)cs1,0.004596011713147163
15667,unclassified acute myeloid leukemia,117,DB15091,Upadacitinib,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,0.004340813495218754
15667,unclassified acute myeloid leukemia,118,DB07253,"N'-(5-chloro-1,3-benzodioxol-4-yl)-N-(3-methylsulfonylphenyl)pyrimidine-2,4-diamine",CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,0.0038173433858901262
15667,unclassified acute myeloid leukemia,119,DB12161,Deutetrabenazine,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,0.003497304394841194
15667,unclassified acute myeloid leukemia,120,DB02224,Taxifolin,O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O,0.003353406907990575
15667,unclassified acute myeloid leukemia,121,DB11315,Methscopolamine,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,0.0032094214111566544
15667,unclassified acute myeloid leukemia,122,DB08192,2-(4-CARCOXY-5-ISOPROPYLTHIAZOLYL)BENZOPIPERIDINE,CC(C)c1sc([C@@H]2Cc3ccccc3CN2)nc1C(=O)O,0.0029231340158730745
15667,unclassified acute myeloid leukemia,123,DB13414,Fenyramidol,OC(CNc1ccccn1)c1ccccc1,0.002697476651519537
15667,unclassified acute myeloid leukemia,124,DB06558,Tezosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,0.0026108575984835625
15667,unclassified acute myeloid leukemia,125,DB07647,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",C[C@@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,0.00238382862880826
15667,unclassified acute myeloid leukemia,126,DB00027,Gramicidin D,CC(C)C[C@@H](NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,0.002237003529444337
